crime,cod_ibge,municipio,taxa_por_1000,moran_local_Ii,p_valor,cluster,litoranea_turistica
Lesão corporal (art. 129),3556107,Valentim Gentil,4.965,0.0973,0.54,Não significativo,0
Lesão corporal (art. 129),3556206,Valinhos,3.418,0.3959,0.196,Não significativo,0
Lesão corporal (art. 129),3556305,Valparaíso,3.341,0.4774,0.072,Não significativo,0
Lesão corporal (art. 129),3556354,Vargem,3.234,0.4612,0.194,Não significativo,0
Lesão corporal (art. 129),3556404,Vargem Grande do Sul,4.336,-0.0038,0.448,Não significativo,0
Lesão corporal (art. 129),3556453,Vargem Grande Paulista,3.392,0.297,0.432,Não significativo,0
Lesão corporal (art. 129),3556503,Várzea Paulista,3.732,0.3019,0.262,Não significativo,0
Lesão corporal (art. 129),3556602,Vera Cruz,4.324,0.001,0.99,Não significativo,0
Lesão corporal (art. 129),3556701,Vinhedo,3.319,0.4756,0.146,Não significativo,0
Lesão corporal (art. 129),3556800,Viradouro,4.594,-0.0722,0.402,Não significativo,0
Lesão corporal (art. 129),3556909,Vista Alegre do Alto,1.973,0.4155,0.64,Não significativo,0
Lesão corporal (art. 129),3556958,Vitória Brasil,4.459,0.0411,0.234,Não significativo,0
Lesão corporal (art. 129),3557006,Votorantim,2.986,0.5056,0.16,Não significativo,0
Lesão corporal (art. 129),3557105,Votuporanga,4.988,0.1281,0.35,Não significativo,0
Lesão corporal (art. 129),3557154,Zacarias,1.486,-0.0677,0.898,Não significativo,0
Lesão corporal (art. 129),3557204,Chavantes,5.405,-0.0325,0.98,Não significativo,0
Lesão corporal (art. 129),3557303,Estiva Gerbi,5.312,-0.2288,0.644,Não significativo,0
